14 29
75.4 75.4 83.5 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 83.5 82.0 83.5 68.0 68.0 84.9 
55.4 55.4 63.5 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 62.0 63.5 62.0 63.5 42.5 42.5 64.9 
36.5 36.5 44.6 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 43.4 44.6 43.4 44.6 25.4 25.4 44.1 
154.9 154.9 156.9 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 153.0 156.9 153.0 156.9 149.5 149.5 150.3 
54.5 54.5 62.6 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 61.1 62.6 61.1 62.6 48.2 48.2 64.0 
24.3 24.3 32.5 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 32.5 31.1 32.5 17.3 17.3 33.3 
36.7 36.7 44.7 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 42.4 44.7 42.4 44.7 30.8 30.8 41.2 
47.7 47.7 51.2 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 47.3 51.2 47.3 51.2 42.2 42.2 44.6 
61.2 61.2 52.9 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 57.3 52.9 57.3 52.9 73.5 73.5 59.6 
90.1 90.1 85.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 81.9 85.9 81.9 85.9 87.4 87.4 79.3 
95.5 95.5 87.2 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 88.4 87.2 88.4 87.2 111.5 111.5 90.8 
96.4 96.4 104.5 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 103.0 104.5 103.0 104.5 90.2 90.2 105.9 
24.3 24.3 32.5 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 31.1 32.5 31.1 32.5 17.3 17.3 33.3 
80.5 80.5 88.6 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 87.1 88.6 87.1 88.6 66.2 66.2 88.5 
